356
JX286525	2010
EU687246	1994
AF100466	1990
EF105389	1999
DQ181801	1990
AY858035	2004
FM210214	2004
FM210204	2003
JX669483	1997
GQ868553	1999
EU482635	2005
FJ390387	2007
FM210241	2004
AF204178	1987
AF100469	1992
JQ922553	1980
M84728	1984
JN819407	2007
HQ332189	2007
EU482728	1998
FJ461311	2008
FJ639710	2005
GQ398286	1994
FJ639732	2005
FJ898451	2003
FM210234	2004
FJ898454	2006
JX669486	1999
FJ639701	2002
GQ398314	1994
EU920842	2005
JN851127	2004
FJ898466	2000
GQ868623	2005
AF489932	1998
FJ024454	2007
FM210208	2003
KC294211	2011
FJ024473	2005
JF260983	2009
JF730047	2008
EF105378	1981
FJ850108	2008
EU482552	2006
GU131881	2008
FM210207	2005
EU482642	2006
JX470186	2010
JX649148	1995
EU482449	2006
FJ850121	2001
FJ850066	2000
FJ850050	2007
FJ410202	2007
EF105387	1966
GU369819	2002
GQ868595	1991
JN368476	2007
EU660413	2007
FM210246	2005
EU687249	2007
HQ332186	2007
EU482467	2006
EU677145	1999
EU920834	2001
HM488257	2001
AJ487271	1974
DQ181803	1985
FJ639702	2003
FJ196851	1998
FM210236	2004
HM582115	1974
GQ868497	2006
EU482575	1987
FJ898439	2008
EU726767	1994
FJ898461	2002
FJ410241	2008
FJ810411	2001
GU131947	2007
HQ332188	2007
FJ410228	2007
JX966379	1994
FJ744741	2006
KF360005	2010
FJ850088	2006
EU482659	2006
FJ850106	2008
EF105379	1970
AF169680	1993
JF730049	2007
EU482561	1996
EU482656	2006
JN819418	1988
FJ744724	2001
DQ645550	2002
FJ562098	2007
JN851121	2008
JN851131	2005
EU482554	1998
KJ189309	2010
AB189123	1998
AF022434	1993
GQ868515	2007
KJ010185	2011
FM210213	2005
FJ687442	2001
AF169679	1993
HM181971	2008
AF119661	1985
EF105380	1980
EU677144	1999
GQ398257	1977
FJ410195	2007
JQ955623	2009
EF105384	1970
GQ199890	2008
KF955402	2008
GQ868544	1996
EU569719	1997
EU482576	1987
EU482587	1990
AY702039	1997
GQ398308	1994
EU482634	2006
EU482676	2006
AF100464	1996
EU081180	2005
FJ410217	2007
JX567950	2008
FM210206	2005
KF704355	1981
M84727	1984
KJ734727	2014
EU179858	2005
JX669488	2002
FJ639733	2005
EU482590	1990
JX669478	2010
AF100467	1995
JQ922552	1960
KF041236	2008
GQ199898	2001
FJ410221	2007
EU482639	2006
EU482474	2007
EU596490	2007
EU596489	2007
GQ398297	1994
FJ410215	2008
GU131899	2008
EU482744	1989
FJ639697	2001
GQ868604	2005
KJ010186	2013
GU131959	2006
FJ898453	2005
GQ868555	2005
FJ390385	2007
FJ205879	2007
GQ868603	1987
EU482726	2006
FJ898460	2001
AF100465	1987
JN819424	2006
DQ181804	1984
EU482551	2006
JN819408	2001
EU482546	1998
FM210220	2003
JN851126	2005
EU482565	1998
FJ906956	2005
FJ196854	1993
EU920833	2000
EU482721	2006
GU131843	1986
EU677148	2007
FJ687434	2001
FJ744744	2000
FM210222	2004
EU482444	2006
FJ850061	2000
EU482469	2006
EU179859	2006
JX669484	1998
DQ448231	2001
EF457904	1999
DQ181798	1999
EU482588	1990
EU529706	2006
JN851128	2006
JN851129	2006
EU482640	2006
EU482607	2007
EU056812	1977
FJ410224	2007
FJ873808	2000
AF204177	1989
GQ398262	1976
EU687216	2005
FJ639704	2003
EU482468	2006
EU003591	1966
AF100460	1994
GQ398270	1994
DQ181802	1988
FJ461309	2008
FJ859028	2007
GQ398259	1976
GQ868641	2007
EU596500	2007
KJ830750	2014
GQ199892	2007
GQ868558	2007
KF041233	2011
EU482572	1987
EU482670	2006
JX286520	2010
AF276619	1987
FJ850072	2000
GQ398263	1975
AF100462	1995
EU677142	1999
GQ199894	2005
EF105385	1974
EU482693	2006
JX669476	2010
FJ882602	1996
FJ410237	2008
EU482701	2007
FJ196853	2003
GQ868631	2008
EU482652	2006
EF105383	1980
EU920850	2006
FJ639706	2004
GQ398282	1994
EU482729	1999
FJ205877	2007
GU131932	2008
JQ922549	1996
FM210202	2004
GU131927	2007
GQ398296	1994
EU482699	2007
FM210211	2003
EU482658	2006
EU482661	2006
KC294222	2002
FJ547064	2007
FJ639828	2001
GQ398284	1994
EU677143	1999
EU482645	2006
FM210235	2005
EU482451	2006
DQ181805	1979
M29095	1944
FJ432726	2007
GQ398285	1994
KJ189308	2009
EU920846	2006
FJ850065	2000
FJ898465	1998
EU482669	2006
AY858036	2004
FJ850085	2005
EU569708	1995
EU677146	2004
FJ467493	2008
FJ898449	1984
HM582107	1972
EU482603	2007
JX475906	2009
FJ882594	2007
EU482776	2005
GQ868600	1969
EU920828	1993
GQ398302	1994
EU920835	2002
FJ547067	2007
FJ906957	1996
FM210218	2002
JF357906	2008
FJ205885	2008
EU920840	2005
EU482679	2007
EU920849	2006
JQ922550	1971
KF955364	2006
GQ868620	2003
GQ398269	1994
EU529701	1991
FM210237	2003
EU482464	2006
KC294201	2009
EU482705	2007
AF100468	1996
FJ410223	2007
FM210227	2002
JQ922551	2005
AY037116	1993
FM210221	2003
KC131142	2012
FJ410291	2007
JQ955624	2011
GQ868552	1998
JX669477	2010
EU482556	2005
AF100461	1995
EU482545	1998
GU131924	2008
FJ410259	2008
FJ898438	2002
KF479233	2013
EU482605	2007
GQ868622	2003
FJ850120	2001
FM210217	1999
EF105388	1966
JN819419	2000
FM210243	2004
GQ199897	2002
FJ744708	2007
FJ898450	1990
EU482664	2006
EU482649	2006
M20558	1983
FJ639707	2004
EU482740	1994
GQ398291	1994
FJ639831	2001
GQ868638	2008
GU370051	2008
FJ744704	2001
FJ639718	2008
EU482687	2006
JN851130	2005
EU482541	2006
KJ189370	2011
GQ868542	1994
HQ705625	2009
EU482654	2006
EU482784	2003
EU687220	1996
KJ189305	2000
DQ181799	1998
EU569714	1997
EU482762	2005
FJ906961	2005
GQ868592	1986
FJ024452	2007
FJ024461	2007
AF208496	1998
FJ196852	2001
