356
FJ410291	2007.0
GQ398285	1994.0
EU687220	1996.0
JN819419	2000.0
KJ734727	2014.0
EU482670	2006.0
JN851121	2008.0
EF105384	1970.0
EU529706	2006.0
EU569708	1995.0
KF360005	2010.0
AF169679	1993.0
KF955402	2008.0
FJ639704	2003.0
EU179858	2005.0
FM210235	2005.0
EU482603	2007.0
DQ181803	1985.0
M84727	1984.0
FJ205885	2008.0
JF730049	2007.0
FJ850108	2008.0
KF041233	2011.0
KJ189370	2011.0
FM210214	2004.0
FJ547067	2007.0
EU920842	2005.0
EU482575	1987.0
KJ010186	2013.0
GQ868631	2008.0
EU482464	2006.0
HM181971	2008.0
JX475906	2009.0
EU482607	2007.0
JX966379	1994.0
EU482661	2006.0
GQ868603	1987.0
JQ922549	1996.0
GQ868600	1969.0
AF100462	1995.0
EU920833	2000.0
EU482469	2006.0
JF357906	2008.0
GU131881	2008.0
AY037116	1993.0
JX470186	2010.0
EU677144	1999.0
EU687249	2007.0
FM210211	2003.0
FJ410259	2008.0
HQ705625	2009.0
EU920849	2006.0
EU482474	2007.0
GQ398262	1976.0
JN851131	2005.0
FJ639701	2002.0
FJ639718	2008.0
FJ410217	2007.0
DQ181804	1984.0
EU596490	2007.0
FJ547064	2007.0
FJ024454	2007.0
FJ024473	2005.0
EU677148	2007.0
EU482654	2006.0
GU131924	2008.0
FJ810411	2001.0
JN819407	2007.0
FJ410215	2008.0
FJ410221	2007.0
EU687246	1994.0
M29095	1944.0
FJ850072	2000.0
AY702039	1997.0
FJ898439	2008.0
FJ639707	2004.0
EU596500	2007.0
EU482551	2006.0
FJ639733	2005.0
EU482740	1994.0
FJ410202	2007.0
EU677143	1999.0
EU482701	2007.0
EU482642	2006.0
GQ868555	2005.0
FJ898465	1998.0
GQ398269	1994.0
KF041236	2008.0
FJ850120	2001.0
KC294201	2009.0
AF204177	1989.0
FJ850050	2007.0
AY858035	2004.0
HQ332189	2007.0
EU687216	2005.0
JX649148	1995.0
JQ955623	2009.0
FJ410237	2008.0
JQ922553	1980.0
FJ850061	2000.0
GQ868638	2008.0
FM210241	2004.0
HQ332186	2007.0
FM210237	2003.0
M20558	1983.0
FJ432726	2007.0
FJ882602	1996.0
HM582115	1974.0
EU482669	2006.0
EU482664	2006.0
FJ850088	2006.0
GQ868558	2007.0
GQ199897	2002.0
HM488257	2001.0
FJ744704	2001.0
EU529701	1991.0
FM210221	2003.0
EU482565	1998.0
AF022434	1993.0
DQ181805	1979.0
GQ868604	2005.0
FJ024452	2007.0
JQ922552	1960.0
EU569719	1997.0
EU482634	2006.0
FJ639706	2004.0
EU920834	2001.0
FJ196852	2001.0
GU131899	2008.0
EU482635	2005.0
GQ398296	1994.0
EF105387	1966.0
GQ398297	1994.0
EU482640	2006.0
EU482656	2006.0
GQ868641	2007.0
EU482541	2006.0
EU482705	2007.0
GU131843	1986.0
FJ850085	2005.0
GU369819	2002.0
FJ850066	2000.0
FJ410241	2008.0
EF105379	1970.0
FJ410224	2007.0
KF479233	2013.0
EU569714	1997.0
JX669484	1998.0
JX669483	1997.0
JQ922551	2005.0
GQ398282	1994.0
GQ398259	1976.0
FJ196853	2003.0
JX286520	2010.0
EU482728	1998.0
AF204178	1987.0
EU482699	2007.0
EU482451	2006.0
FJ906956	2005.0
GU370051	2008.0
FJ461311	2008.0
JX669476	2010.0
EU482467	2006.0
GQ398302	1994.0
FM210243	2004.0
EU726767	1994.0
EU920840	2005.0
EF105383	1980.0
FM210222	2004.0
EU482676	2006.0
FM210234	2004.0
AF489932	1998.0
EU920828	1993.0
GQ398284	1994.0
FJ639697	2001.0
EU482546	1998.0
JX669488	2002.0
EU482561	1996.0
EU660413	2007.0
JN819408	2001.0
FJ390387	2007.0
EU003591	1966.0
AF100465	1987.0
EU482679	2007.0
FJ639828	2001.0
FM210227	2002.0
GQ199894	2005.0
JQ922550	1971.0
FJ882594	2007.0
GU131932	2008.0
FJ205877	2007.0
EU482726	2006.0
KJ189308	2009.0
EU677145	1999.0
EU482590	1990.0
EU482552	2006.0
JN851128	2006.0
DQ448231	2001.0
DQ181798	1999.0
EU920850	2006.0
AF276619	1987.0
EU920835	2002.0
EU482576	1987.0
EU482554	1998.0
JX669478	2010.0
GQ868553	1999.0
EF105388	1966.0
EU482658	2006.0
FJ562098	2007.0
JF260983	2009.0
JN851126	2005.0
M84728	1984.0
GQ868515	2007.0
GQ868592	1986.0
FJ850121	2001.0
FJ873808	2000.0
FJ859028	2007.0
JF730047	2008.0
AF100460	1994.0
EF105385	1974.0
KJ830750	2014.0
KJ189305	2000.0
KC294211	2011.0
FJ196853.1	2003.0
EF105388.1	1966.0
JN819407.1	2007.0
FJ410224.1	2007.0
EU482467.1	2006.0
JX669488.1	2002.0
EU482565.1	1998.0
M84727.1	1984.0
GQ398262.1	1976.0
FJ639718.1	2008.0
FJ850120.1	2001.0
GQ868641.1	2007.0
EF105388.2	1966.0
FJ850120.2	2001.0
FJ547064.1	2007.0
FJ547064.2	2007.0
GQ868555.1	2005.0
FJ639718.2	2008.0
EU920850.1	2006.0
GQ868638.1	2008.0
FJ850121.1	2001.0
GQ398284.1	1994.0
FJ410291.1	2007.0
JX669483.1	1997.0
JQ922552.1	1960.0
GQ199894.1	2005.0
JN851128.1	2006.0
FJ639697.1	2001.0
GU131843.1	1986.0
FJ810411.1	2001.0
JX649148.1	1995.0
FJ882594.1	2007.0
FJ196852.1	2001.0
EU482576.1	1987.0
EU482701.1	2007.0
GU131881.1	2008.0
JF730049.1	2007.0
EU726767.1	1994.0
FJ410202.1	2007.0
EU569714.1	1997.0
GU131843.2	1986.0
FJ859028.1	2007.0
EU726767.2	1994.0
FJ850066.1	2000.0
FJ850088.1	2006.0
FM210221.1	2003.0
JN819408.1	2001.0
EU677148.1	2007.0
EU482728.1	1998.0
M84727.2	1984.0
FJ390387.1	2007.0
HQ705625.1	2009.0
EF105383.1	1980.0
FJ639701.1	2002.0
EF105385.1	1974.0
FJ850061.1	2000.0
EU920833.1	2000.0
EF105383.2	1980.0
FJ873808.1	2000.0
JN851131.1	2005.0
EU482728.2	1998.0
EU482728.3	1998.0
JQ922552.2	1960.0
EU529701.1	1991.0
GQ868515.1	2007.0
EU482669.1	2006.0
GQ868558.1	2007.0
EU920833.2	2000.0
FJ882602.1	1996.0
EU687246.1	1994.0
JX475906.1	2009.0
JN851128.2	2006.0
EU920833.3	2000.0
EU482670.1	2006.0
FJ850121.2	2001.0
JQ922549.1	1996.0
EU482561.1	1996.0
EU529706.1	2006.0
FJ205877.1	2007.0
HM582115.1	1974.0
FJ898465.1	1998.0
EF105383.3	1980.0
EU482634.1	2006.0
JQ922553.1	1980.0
GQ398284.2	1994.0
GQ398297.1	1994.0
GU369819.1	2002.0
FJ810411.2	2001.0
EU482451.1	2006.0
JN819408.2	2001.0
KJ734727.1	2014.0
EU482679.1	2007.0
EU482590.1	1990.0
EU482469.1	2006.0
JN819407.2	2007.0
FJ639718.3	2008.0
EU920849.1	2006.0
EU677144.1	1999.0
FJ744704.1	2001.0
FJ898465.2	1998.0
DQ181805.1	1979.0
EU687216.1	2005.0
KF041236.1	2008.0
GU131899.1	2008.0
FJ410237.1	2008.0
FJ410241.1	2008.0
FJ873808.2	2000.0
GQ868558.2	2007.0
EU529706.2	2006.0
GQ868603.1	1987.0
FJ639697.2	2001.0
AY858035.1	2004.0
GQ868631.1	2008.0
EF105379.1	1970.0
GU131899.2	2008.0
FM210235.1	2005.0
FJ639733.1	2005.0
EU596490.1	2007.0
EU482664.1	2006.0
FJ850085.1	2005.0
JF357906.1	2008.0
GQ199894.2	2005.0
AY858035.2	2004.0
HQ332186.1	2007.0
FJ850085.2	2005.0
EU482654.1	2006.0
JN851131.2	2005.0
AF169679.1	1993.0
FJ639706.1	2004.0
EU687216.2	2005.0
GQ398262.2	1976.0
M29095.1	1944.0
EU569714.2	1997.0
